17.147287,51.313641
112.656743,71.942141
137.959781,73.704285
132.490468,50.485255
133.650558,62.206579
134.835866,46.854487
133.953868,44.700582
186.512361,56.986275
58.876682,56.410477
204.471415,18.706001
-nan,-nan
118.320851,55.084250
131.029844,46.240598
132.665900,45.766026
153.449391,57.601438
-nan,-nan
130.906444,44.460887
131.674786,44.390270
118.173355,41.285543
301.776100,62.649003
126.085339,44.206041
131.354474,43.881808
208.982793,59.411071
129.824741,44.312996
131.264133,43.626104
238.332883,38.900821
131.386961,43.465467
131.185734,43.470468
131.330730,43.321650
132.879309,43.012669
131.210003,43.293854
132.502000,43.904536
282.472306,38.736984
131.333930,43.195865
131.220907,43.173864
131.313636,43.104549
147.894681,44.680524
131.325699,43.046740
-nan,-nan
131.890117,43.328947
131.280310,43.005320
131.302898,42.924191
251.295550,37.915765
131.597632,42.963345
131.285141,42.866432
142.012469,43.890614
131.281479,42.805524
131.263445,42.741685
101.207779,45.325888
131.412984,42.759593
131.192226,42.681267
266.673593,32.158940
131.282342,42.647310
131.123354,42.537966
-nan,-nan
131.254196,42.558649
131.241961,42.491954
130.988881,42.277794
349.927873,47.337175
131.232464,42.387869
131.193549,42.198064
131.102593,41.817359
130.209040,42.308362
125.623670,37.534726
132.335497,41.949114
131.651662,40.384440
130.569598,41.110819
128.585282,41.342621
303.836034,-13.964091
143.879166,37.408052
138.863516,41.316282
-nan,-nan
134.825207,40.484327
140.450245,38.844361
-nan,-nan
137.160392,37.660179
-nan,-nan
-nan,-nan
136.344797,42.737898
133.408329,41.279275
131.190014,38.435140
128.101990,36.543672
141.555954,-41.369754
133.963129,38.362006
145.228741,19.925355
132.309924,34.895583
139.600022,34.275614
128.169991,30.348065
135.359160,34.762926
-nan,-nan
116.668601,19.778764
133.976646,30.073902
167.717245,-11.407215
286.728900,-51.976231
120.393714,33.237899
129.589498,39.530557
108.864802,-20.124090
176.882492,-44.151111
78.112078,25.959158
42.034605,-35.068860
