17.995413,51.730663
77.419309,54.373317
138.005851,73.631897
133.954144,48.194978
145.776610,59.002021
145.470234,43.087215
139.378684,40.159005
185.265410,57.036190
76.204127,28.244649
204.478840,18.752867
118.820842,42.495655
115.470817,63.384533
128.921275,53.687042
133.919049,45.328599
144.104936,33.435103
-nan,-nan
131.203255,45.328377
132.325503,45.022237
107.360128,36.228897
342.140873,52.094828
125.887833,44.279898
131.418181,43.973255
209.048129,59.248914
129.999120,44.306366
131.273962,43.645806
241.666646,38.368968
132.582959,43.386264
131.244410,43.437806
131.345810,43.298386
136.405382,34.264390
129.680368,42.213572
134.178831,42.354464
282.541843,39.042995
131.896872,42.991748
126.020307,36.919661
131.297833,43.061010
166.978026,-17.701794
131.279974,42.716646
107.156628,-3.481667
134.293015,39.615323
131.502817,41.873199
130.450488,40.288471
262.781142,34.201900
131.835594,35.002915
123.491755,26.620207
301.214307,-21.864901
146.285995,11.898886
132.692078,-43.137316
41.473140,-32.838570
178.088064,-45.131671
