13.566007,49.839893
41.422346,57.998896
136.000189,70.04096
137.872892,53.546346
181.538275,57.068243
144.327192,41.49705
165.19669,-15.363136
206.857459,59.472681
121.431763,-24.53744
226.414264,38.574785
91.145676,46.078168
113.108415,65.181262
116.635964,41.068046
132.488308,41.17135
179.022983,-43.645434
116.902268,20.364993
128.058019,34.563876
139.847157,34.462156
81.299765,22.473136
249.469772,36.321416
134.947697,26.856027
145.896387,-59.998625
283.978089,38.937044
40.832382,-34.623884
301.971566,-21.078493
